Age,Education,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,VSA,country_Canada,country_New Zealand,country_Other,country_Republic of Ireland,country_UK,country_USA,country_Australia,gender_F,gender_M,eth_Black,eth_Mixed-Black/Asian,eth_Mixed-White/Asian,eth_Mixed-White/Black,eth_Other,eth_White,eth_Asian
3,5,-1.1943,0.376883,0.647268,0.43459,0.537457,0.705068,0.465658,0.5,1,1,1,2,1,2,1,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3,7,-0.05188,0.765875,0.0671083,0.390173,0.879867,0.215401,0.132468,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,-0.05188,0.646992,0.527023,0.344801,0.441431,0.428474,0.619957,1,0,0,0,1,2,2,0,0,2,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,7,0.82562,0.333217,0.762567,0.541542,0.663677,0.629735,1,1,0,0,2,2,2,2,2,0,1,0,0,1,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,7,0.04257,0.376883,0.47869,0.43459,0.405822,0.428474,0.465658,0.5,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5,5,-0.05188,0.454133,0.527023,0.41249,0.441431,0.215401,0.224398,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,6,-1.05308,0.796106,0.73099,0.518959,0.584415,0.565343,0.619957,0.5,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2,5,-0.46725,0.85483,0.926716,0.685619,0.688508,0.428474,0.619957,1,1,0,1,2,2,2,2,1,2,0,2,2,2,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3,7,0.62967,0.289795,0.323599,0.541542,0.460156,0.33792,0.308011,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4,5,-0.46725,0.572721,0.348943,0.390173,0.479394,0.428474,0.710933,1,1,1,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,7,0.41667,0.476348,0.527023,0.609827,0.584415,0.428474,0.388117,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,7,1.02119,0.454133,0.413998,0.41249,0.49904,0.215401,0.224398,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,5,0.82562,0.355252,0.501355,0.56329,0.584415,0.33792,0.308011,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,6,-0.14882,0.412116,0.392939,0.41249,0.423875,0.428474,0,0.5,0,0,1,2,2,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,7,0.91093,0.393845,0.413998,0.541542,0.49904,0.33792,0.388117,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3,5,1.49158,0.311882,0.278311,0.20002,0.387201,0.565343,0.539559,0.5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,9,-0.46725,0.572721,0.6246,0.541542,0.479394,0.428474,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,3,0.73545,0.311882,0.6246,0.41249,0.441431,0.565343,0.619957,1,1,0,2,2,2,2,1,1,1,1,0,2,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,6,-0.24649,0.333217,0.926716,0.367654,0.405822,0.705068,0.710933,0.5,2,2,2,2,1,2,1,1,2,1,0,2,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,7,0.73545,0.230828,0.673143,0.43459,0.204843,0.428474,0.619957,1,1,0,1,2,2,2,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,4,0.31287,0.333217,0.602341,0.585213,0.405822,0.629735,0.539559,1,2,0,2,2,1,2,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4,5,-0.46725,0.500507,0.47869,0.325057,0.635594,0.33792,0.619957,0.5,1,1,1,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,6,0.52135,0.476348,0.577652,0.497505,0.370263,0.565343,0.619957,1,0,1,0,2,2,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5,5,-1.69163,0.646992,0.47869,0.635892,0.761484,0,0.132468,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,4,-0.58016,0.393845,0.798385,0.762481,0.335773,0.428474,0.388117,1,1,1,1,2,2,2,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,7,0.52135,0.412116,0.647268,0.266061,0.560031,0.428474,0.619957,0.5,1,0,1,2,1,2,1,1,1,2,0,1,1,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3,8,0.22393,0.646992,0.553046,0.367654,0.584415,0.428474,0.710933,1,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,7,-0.67825,0.597404,0.702175,0.794386,0.879867,0.503573,0.539559,1,0,0,2,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
6,4,-0.67825,0.454133,0.278311,0.794386,0.73538,0.215401,0.132468,0.5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6,-1.1943,0.622976,0.673143,0.635892,0.560031,0.428474,0.710933,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,6,-0.67825,0.597404,0.456995,0.43459,0.537457,0.629735,0.619957,1,0,0,0,2,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,6,-1.32828,0.85483,0.141704,0.286461,0.300104,0.809491,0.825752,1,2,0,0,2,2,2,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
5,8,-0.58016,0.765875,0.210343,0.344801,0.73538,0.629735,0.619957,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,4,1.23461,0.525607,0.762567,0.685619,0.584415,0.33792,0.619957,1,0,0,1,2,2,2,0,0,2,0,1,2,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,8,-1.69163,0.622976,0.73099,0.585213,0.49904,0.428474,0.132468,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,6,0.91093,0.525607,0.602341,0.367654,0.517797,0.705068,0.825752,1,1,0,1,2,2,2,1,0,1,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6,1.49158,0.311882,0.647268,0.160236,0.222643,0.629735,0.539559,1,0,0,0,2,2,2,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,8,0.82562,0.393845,0.43569,0.41249,0.35358,0.33792,0.710933,0.5,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2,9,-0.79151,0.646992,0.47869,0.762481,0.710993,0.33792,0.539559,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,7,0.82562,0.549172,0.43569,0.497505,0.479394,0.705068,0.619957,1,0,0,0,2,2,2,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,7,-0.92104,0.476348,0.392939,0.390173,0.688508,0.33792,0.465658,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5,5,-0.92104,0.722089,0.602341,0.41249,0.73538,0.705068,0.710933,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,1.02119,0.333217,0.456995,0.477648,0.318476,0.503573,0.619957,1,0,0,0,2,2,2,2,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2,8,1.13281,0.454133,0.673143,0.41249,0.635594,0.428474,0.539559,1,0,1,2,2,1,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,8,-0.92104,0.500507,0.577652,0.477648,0.49904,0.503573,0.539559,1,1,0,0,2,2,2,1,0,2,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,7,0.04257,0.572721,0.348943,0.585213,0.761484,0.33792,0.388117,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,-0.24649,0.646992,0.647268,0.541542,0.460156,0.565343,0.539559,1,2,2,1,2,2,2,2,0,2,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5,7,-0.46725,0.376883,0.553046,0.541542,0.635594,0.215401,0.224398,1,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,8,0.62967,0.572721,0.602341,0.585213,0.35358,0.503573,0.224398,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,5,-0.79151,0.549172,0.323599,0.609827,0.609443,0.215401,0.224398,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,4,-0.46725,0.670141,0.47869,0.660789,0.517797,0,0.308011,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,6,-0.24649,0.525607,0.233946,0.43459,0.560031,0.215401,0.388117,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,-1.43907,0.500507,0.553046,0.518959,0.460156,0.33792,0.539559,1,2,1,2,2,2,2,1,0,1,0,1,2,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2,6,1.60383,0.454133,0.702175,0.70933,0.242854,0.809491,0.539559,1,1,0,2,1,2,2,1,0,2,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,8,-0.14882,0.454133,0.323599,0.762481,0.460156,0.215401,0.224398,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4,2,-0.34799,0.796106,0.577652,0.56329,0.584415,0.428474,0.465658,0.5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,7,-0.34799,0.432804,0.299519,0.660789,0.635594,0.215401,0.132468,0.5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,-0.58016,0.476348,0.577652,0.266061,0.300104,0.503573,0.619957,0.5,2,1,0,2,2,2,0,0,2,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,4,1.13281,0.355252,0.47869,0.541542,0.441431,0.428474,0.388117,1,1,0,1,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,5,0.04257,0.250544,0.835399,0.367654,0.517797,0.503573,0.619957,1,0,0,1,2,2,2,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,7,-0.79151,0.333217,0.835399,0.541542,0.933755,0.428474,0.825752,1,1,1,1,1,2,2,0,0,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,7,0.31287,0.597404,0.702175,0.660789,0.460156,0.33792,0.710933,0,1,0,1,2,2,2,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,7,0.13606,0.597404,0.527023,0.306185,0.49904,0.629735,0.710933,1,2,1,2,2,2,2,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3,9,1.23461,0.525607,0.527023,0.344801,0.405822,0.428474,0.825752,1,1,1,2,2,2,2,2,0,2,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,5,-0.58016,0.549172,0.456995,0.477648,0.537457,0.428474,0.224398,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
3,5,-2.75696,0.646992,0.553046,0.56329,0.795157,0.33792,0.465658,1,0,0,0,2,2,2,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,6,-0.05188,0.670141,0.647268,0.43459,0.560031,0.428474,0.825752,1,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,5,-2.05048,0.722089,0.527023,0.541542,0.635594,0.565343,0.539559,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,6,0.22393,0.289795,0.501355,0.344801,0.300104,0.705068,0.619957,0.5,1,0,1,1,1,2,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,5,1.37297,0.393845,0.413998,0.367654,0.460156,0.215401,0.308011,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,5,0.41667,0.572721,0.577652,0.344801,0.335773,0.629735,0.539559,0.5,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3,6,-0.34799,0.412116,0.553046,0.660789,0.537457,0.215401,0.308011,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,7,-0.92104,0.549172,0.43569,0.477648,0.663677,0.215401,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,-0.58016,0.549172,0.6246,0.660789,0.537457,0.33792,0.388117,1,1,0,0,2,2,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4,2,0.41667,0.289795,0.191689,0.585213,0.460156,0.215401,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4,1,-0.92104,0.597404,0.372052,0.635892,0.537457,0.215401,0,1,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2,6,-0.58016,0.646992,0.602341,0.456454,0.479394,0.503573,0.710933,1,0,1,2,2,2,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,8,2.127,0.572721,0.835399,0.097627,0.318476,0.809491,1,1,2,0,2,2,2,2,2,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,5,-1.43907,0.597404,0.501355,0.390173,0.761484,0.565343,0.619957,1,1,0,0,2,0,2,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,8,-0.79151,0.476348,0.501355,0.43459,0.441431,0.428474,0.825752,1,0,1,0,2,2,2,1,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,5,0.22393,0.670141,0.348943,0.244253,0.441431,0.565343,0.710933,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,6,-0.05188,0.14517,0.392939,0.244253,0.441431,0.705068,0.465658,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,7,0.73545,0.525607,0.299519,0.325057,0.318476,0.503573,0.825752,0.5,1,0,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,7,-0.05188,0.230828,0.673143,0.390173,0.836768,0.33792,0.465658,1,0,0,0,1,2,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4,7,0.73545,0.454133,0.43569,0.344801,0.479394,0.215401,0.224398,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,8,-0.24649,0.572721,0.47869,0.541542,0.423875,0.428474,0.465658,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,7,0.52135,0.355252,0.553046,0.609827,0.405822,0.428474,0.825752,1,0,0,0,2,1,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,6,-1.43907,0.742044,0.798385,0.609827,0.879867,0.33792,0.224398,1,2,1,1,2,1,2,1,0,1,1,2,2,2,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4,7,-1.32828,0.765875,0.527023,0.518959,0.795157,0.215401,0.308011,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,3,1.13281,0.20651,0.527023,0.660789,0.387201,0.428474,1,0.5,1,0,2,2,1,2,1,1,1,2,0,2,1,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,6,0.73545,0.454133,0.413998,0.56329,0.370263,0.428474,0.465658,0.5,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3,3,-0.46725,0.454133,0.323599,0.541542,0.479394,0.565343,0.619957,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,2,-1.69163,0.742044,0.43569,0.762481,0.73538,0.565343,0.388117,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,7,-1.1943,0.412116,0.413998,0.56329,0.635594,0.629735,0.710933,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,6,-0.58016,0.572721,0.798385,0.477648,0.537457,0.629735,0.825752,1,2,0,0,2,2,2,1,0,2,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3,7,0.52135,0.376883,0.323599,0.585213,0.370263,0.503573,0.224398,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,4,0.73545,0.500507,0.762567,0.585213,0.263158,0.565343,0.619957,1,1,1,1,2,2,2,1,1,1,0,0,2,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0.13606,0.454133,0.527023,0.56329,0.335773,0.428474,0.619957,0.5,2,0,1,2,2,2,1,1,1,0,0,2,2,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,8,1.23461,0.500507,0.47869,0.477648,0.479394,0.705068,0.710933,1,2,1,2,2,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,2,-0.46725,0.500507,0.501355,0.41249,0.560031,0.565343,0.308011,0.5,1,1,0,2,1,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,8,-1.86962,0.742044,0.527023,0.732522,0.688508,0.215401,0.308011,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,6,-0.24649,0.525607,0.47869,0.43459,0.370263,0.705068,0.710933,0.5,2,0,2,2,1,2,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,6,1.02119,0.572721,0.762567,0.732522,0.405822,0.629735,0.710933,1,1,0,1,2,2,2,1,0,2,0,1,1,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,6,-2.05048,0.572721,0.6246,0.585213,0.609443,0.215401,0.308011,1,2,0,2,2,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,4,2.127,0.311882,0.392939,0.609827,0.35358,0.503573,0.224398,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6,1.02119,0.670141,0.348943,0.367654,0.35358,0.629735,0.825752,1,2,1,2,2,2,2,2,0,2,0,0,2,0,2,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2,8,-2.42317,0.549172,0.17217,0.794386,0.795157,0.428474,0.388117,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3,7,-0.34799,0.412116,0.673143,0.609827,0.242854,0.809491,1,1,0,0,0,2,1,2,1,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3,1,-0.58016,0.500507,0.43569,0.41249,0.584415,0.428474,0.619957,0.5,1,1,0,2,2,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,8,0.52135,0.572721,0.527023,0.456454,0.537457,0.503573,0.388117,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,7,-0.05188,0.936708,0.835399,0.635892,0.370263,0.809491,0.825752,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,0.41667,0.572721,0.6246,0.518959,0.35358,0.809491,0.619957,1,1,0,0,2,2,2,1,0,1,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,6,0.62967,0.476348,0.835399,0.70933,0.517797,0.629735,0.308011,1,0,0,0,2,2,2,0,0,0,0,1,1,2,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,7,0.04257,0.597404,0.702175,0.43459,0.609443,0.503573,0.825752,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,4,-0.92104,0.572721,0.602341,0.585213,0.49904,0.503573,0.619957,1,1,1,0,2,2,2,1,0,2,0,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4,8,-0.67825,0.549172,0.527023,0.390173,0.479394,0.503573,0.539559,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3,5,0.41667,0.476348,0.372052,0.660789,0.405822,0.215401,0.224398,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,4,-1.05308,0.412116,0.527023,0.20002,0.300104,0.705068,0.619957,1,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,6,2.127,0.0833341,0.323599,0.541542,0.222643,0.565343,0.825752,0.5,0,0,0,2,2,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0.13606,0.742044,0.835399,0.685619,0.49904,0.705068,0.710933,1,1,1,1,2,2,2,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,7,0.04257,0.525607,0.577652,0.794386,0.761484,0.565343,0.224398,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,1,-0.24649,0.597404,0.413998,0.367654,0.537457,0.705068,0.465658,0.5,1,0,1,2,1,2,1,1,1,1,0,0,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4,9,0.41667,0.432804,0.6246,0.541542,0.318476,0.705068,0.539559,1,2,0,1,2,1,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,8,-0.14882,0.622976,0.6246,0.518959,0.609443,0.428474,0.465658,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,6,0.91093,0.476348,0.798385,0.518959,0.537457,0.565343,0.825752,0.5,1,0,1,2,1,2,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,6,1.49158,0.525607,0.673143,0.497505,0.584415,0.565343,0.710933,0.5,1,0,1,2,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,9,-0.58016,0.549172,0.501355,0.518959,0.584415,0.215401,0.132468,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
